Store,Description,SalesDollars,CumulativeSales,CumulativePerc,Category
30,Jack Daniels No 7 Black,7198.88,7198.88,2.500265955072886,A
30,Capt Morgan Spiced Rum,6455.38,13654.26,4.742304555668868,A
30,Tito's Handmade Vodka,4496.92,18151.18,6.304144172204547,A
30,Absolut 80 Proof,4061.2,22212.38,7.714652486934338,A
30,Bacardi Superior Rum Trav,3518.02,25730.4,8.936507224791548,A
30,Jameson Irish Whiskey,3049.71,28780.11,9.995711724081067,A
30,Grey Goose Vodka,2973.72,31753.83,11.028523894296343,A
30,Kahlua,2861.3599999999997,34615.19,12.022311954829002,A
30,Smirnoff Traveler,2716.49,37331.68,12.965784753972194,A
30,Smirnoff 80 Proof,2647.75,39979.43,13.885383244646333,A
30,Ketel One Vodka,2439.65,42419.08,14.73270586112189,A
30,Jose Cuervo Especial,2363.02,44782.1,15.553413868083574,A
30,Baileys Irish Cream,2356.68,47138.78,16.37191990944017,A
30,Jim Beam,2276.37,49415.15,17.162533228755017,A
30,Tanqueray,2245.89,51661.04,17.942560442132464,A
30,Jagermeister Liqueur,2134.87,53795.91,18.684028945497772,A
30,Three Olives Vodka,1955.8799999999999,55751.79,19.36333186153582,A
30,Pinnacle Vodka,1955.3899999999999,57707.18,20.04246459411227,A
30,Crown Royal,1914.35,59621.53,20.70734359349742,A
30,Patron Silver Tequila,1813.43,61434.96,21.337171746058353,A
30,Fireball Cinnamon Whisky,1774.91,63209.87,21.953621394659024,A
30,Johnnie Walker Red Label,1707.69,64917.560000000005,22.54672465083477,A
30,Bacardi Superior Rum,1605.08,66522.64,23.104190100900386,A
30,Jim Beam Traveler,1551.24,68073.88,23.642956208982095,A
30,Makers Mark,1505.7,69579.58,24.165905674531352,A
30,Stolichnaya,1478.35,71057.93000000001,24.679356124418284,A
30,Bombay Sapphire Gin,1443.81,72501.74,25.180810376828905,A
30,Svedka Vodka,1370.91,73872.65000000001,25.656945497912876,A
30,Grand Marnier,1334.21,75206.86000000002,26.120334225036792,A
30,Canadian Club,1323.65,76530.51000000001,26.5800553249068,A
30,Knob Creek Bourbon,1290.3799999999999,77820.89000000001,27.0282213150479,A
30,Seagrams 7 Crown,1269.43,79090.32,27.46911109392297,A
30,Dewars White Label,1219.02,80309.34000000001,27.892492815045276,A
30,Beefeater,1165.56,81474.90000000001,28.297307173194703,A
30,J Lohr Riverstone Chard,1160.94,82635.84000000001,28.70051694442055,A
30,Stolichnaya Razberi,1142.53,83778.37000000001,29.09733267987515,A
30,Jack Daniels Tennessee Honey,1134.39,84912.76000000001,29.4913212859882,A
30,Clos du Bois Chard,1123.1200000000001,86035.88,29.881395672484636,A
30,Zhenka Tropical Dark Rum,1121.48,87157.36,30.27090046535452,A
30,Bulleit Bourbon,1069.69,88227.05,30.642417908273682,A
30,Johnnie Walker Black Label,1019.8199999999999,89246.87000000001,30.996614842561026,A
30,Josh Cellars Cab Svgn Sonoma,989.34,90236.21,31.34022567091096,A
30,Smirnoff Raspberry Vodka,939.48,91175.69,31.66651946376094,A
30,Kendall Jackson Chard Vt RSV,928.95,92104.64,31.98915604875263,A
30,Malibu Rum,882.3399999999999,92986.98,32.295604366101855,A
30,Fleischmanns Royal Vodka,879.12,93866.09999999999,32.6009343349892,A
30,Sterling Vintners Cab Svgn C,873.27,94739.37,32.904232521733036,A
30,MezzaCorona Pnt Grigio,869.9,95609.26999999999,33.20636026303694,A
30,Dr McGillicuddy's Mentholmnt,863.88,96473.15,33.50639717895559,A
30,Hornitos Reposado Tequila,848.65,97321.79999999999,33.801144515037386,A
30,Seagrams VO,839.5699999999999,98161.37,34.092738247381945,A
30,Sailor Jerry Spiced Navy Rum,827.76,98989.12999999999,34.380230210988934,A
30,Skyy Vodka,819.78,99808.90999999999,34.66495061536429,A
30,Black Velvet Canadian Whisky,818.37,100627.27999999998,34.94918130814608,A
30,Southern Comfort,801.42,101428.69999999998,35.22752504240954,A
30,New Amsterdam Vodka,796.44,102225.13999999998,35.50413915700212,A
30,Burnetts Vodka,795.63,103020.76999999999,35.7804719479133,A
30,Absolut Citron,781.52,103802.29,36.051904149757,A
30,Platinum 7X Distilled Vodka,779.04,104581.32999999999,36.32247501489712,A
30,Duckhorn Decoy Cab Svgn,765.01,105346.33999999998,36.58817307602473,A
30,Bacardi Gold Rum,759.1,106105.43999999999,36.85181851621763,A
30,Sebastiani Znfdl Sonoma Cnty,729.27,106834.70999999999,37.10510360404463,A
30,Gordons Vodka 80 Proof,714.45,107549.15999999999,37.35324151044143,A
30,Evan Williams Black Label B,695.0899999999999,108244.24999999999,37.59465543353941,A
30,Cointreau Liqueur,693.77,108938.01999999999,37.83561090323065,A
30,Rumpleminze,684.6999999999999,109622.71999999999,38.07341624231651,A
30,Sauza Extra Gold Tequila,669.68,110292.39999999998,38.3060049373348,A
30,Alamos Ridge Malbec Mendoza,667.33,110959.72999999998,38.53777744636381,A
30,Bentley's Vodka,659.25,111618.97999999998,38.76674366484249,A
30,Castillo Silver Label Rum,649.5,112268.47999999998,38.99232357974867,A
30,Myers Original Dark Rum,641.76,112910.23999999998,39.21521529058808,A
30,Jose Cuervo Especial Silver,631.6999999999999,113541.93999999997,39.434613030767046,A
30,Simi Chard,626.4300000000001,114168.36999999997,39.65218043045092,A
30,Amaretto DiSaronno,615.22,114783.58999999997,39.8658544493094,A
30,RumChata Liqueur,609.62,115393.20999999996,40.07758351432111,A
30,1800 Silver Tequila,599.29,115992.49999999996,40.28572483411192,A
30,Turning Leaf RSV Chard Cal,598.3100000000001,116590.80999999995,40.49352578697954,A
30,Yukon Jack,581.87,117172.67999999995,40.69561691105415,A
30,Bulleit 95 Rye,581.75,117754.42999999995,40.897666357546335,A
30,Jenkins French Brandy,577.66,118332.08999999995,41.098295293104,A
30,Gentleman Jack,568.79,118900.87999999995,41.29584356069367,A
30,Yellow Tail Pnt Grigio Ausl,568.49,119469.36999999995,41.49328763432726,A
30,R M Woodbridge Cab Svgn Cal,567.51,120036.87999999995,41.69039134103767,A
30,Franzia Tap Chard,561.65,120598.52999999994,41.88545979247271,A
30,Stone Cellars Chard,559.3,121157.82999999994,42.079712057918485,A
30,Ch Beauchene Cotes du Rhone,557.11,121714.93999999994,42.273203707484896,A
30,Hornitos Plata Tequila,544.72,122259.65999999995,42.46239214666534,A
30,Zhenka 80 Proof,539.46,122799.11999999995,42.649753718482565,A
30,Gordons London Dry,529.6,123328.71999999996,42.83369078227675,A
30,Jenkins Vodka,528.31,123857.02999999996,43.01717981205979,A
30,R M Woodbridge Chard Cal,527.49,124384.51999999996,43.20038404502956,A
30,Old Crow,519.62,124904.13999999996,43.380854923218244,A
30,Cecchi Sangiovese,513.27,125417.40999999996,43.55912036266997,A
30,Gilbeys London Dry,503.59,125920.99999999996,43.734023810472294,A
30,Il Bastardo Sangiovese Tosc,496.29,126417.28999999995,43.90639187201007,A
30,Canadian Ltd,482.54,126899.82999999994,44.07398437722767,A
30,Crown Royal Regal Apple,480.79999999999995,127380.62999999995,44.24097255750002,A
30,Calico Jack Spiced Rum,480.58,127861.20999999995,44.407884328871255,A
30,Apothic Winemakers Red Blend,469.53000000000003,128330.73999999995,44.57095828952699,A
30,Gilbeys Vodka Traveler,469.06,128799.79999999994,44.733869012984876,A
30,Buehler Chard RRV,467.61,129267.40999999995,44.89627613232172,A
30,C Y Toro Front Cab/Merlot,463.42,129730.82999999994,45.05722800940536,A
30,DeKuyper Triple Sec,459.3,130190.12999999995,45.21674895615888,A
30,Taaka Vodka,458.49,130648.61999999995,45.37598857923099,A
30,Allens Coffee Brandy,456.59000000000003,131105.20999999996,45.53456830724796,A
30,Vanya Light Vodka,456.44,131561.64999999997,45.69309593828688,A
30,Hendrick's Gin,449.84999999999997,132011.49999999997,45.849334775423976,A
30,Mark West Pnt Nr Sonoma,448.55,132460.04999999996,46.00512210541808,A
30,Pinnacle Whipped Vodka,446.73,132906.77999999997,46.16027732541198,A
30,Capt Morgan Private Stock,443.85,133350.62999999998,46.31443228342756,A
30,Cavit Pinot Grigio,432.49,133783.11999999997,46.464641763639676,A
30,Smirnoff Vanilla Vodka,431.03,134214.14999999997,46.6143441665989,A
30,The Glenlivet 12 Yr Single,420.9,134635.04999999996,46.76052828697459,A
30,Franciscan Cab Svgn Napa,417.80999999999995,135052.85999999996,46.9056392096027,A
30,Smirnoff Blueberry Vodka,417.79,135470.64999999997,47.05074318596706,A
30,Korbel Brut,415.74,135886.38999999996,47.19513517029824,A
