Store,Description,SalesDollars,CumulativeSales,CumulativePerc,Category
47,Tito's Handmade Vodka,5988.79,5988.79,2.7227840822888845,A
47,Patron Silver Tequila,4341.05,10329.84,4.696428481311085,A
47,Ketel One Vodka,3829.21,14159.05,6.437366473082615,A
47,Jameson Irish Whiskey,3760.4,17919.45,8.147020220006304,A
47,Jack Daniels No 7 Black,3541.34,21460.79,9.757079043570483,A
47,Baileys Irish Cream,3528.0299999999997,24988.82,11.361086518509103,A
47,Capt Morgan Spiced Rum,3125.96,28114.78,12.782294163103714,A
47,Absolut 80 Proof,2502.69,30617.469999999998,13.920134109888215,A
47,Kahlua,2350.6,32968.07,14.988826828088095,A
47,Grey Goose Vodka,2022.25,34990.32,15.908236276475616,A
47,Fireball Cinnamon Whisky,1887.84,36878.159999999996,16.766536651327336,A
47,Simi Chard,1773.39,38651.549999999996,17.57280270234771,A
47,Jagermeister Liqueur,1705.42,40356.969999999994,18.34816641181441,A
47,Kendall Jackson Chard Vt RSV,1704.01,42060.979999999996,19.12288906932304,A
47,Josh Cellars Cab Svgn Sonoma,1605.92,43666.899999999994,19.853015424301148,A
47,Jim Beam,1545.91,45212.81,20.555858426084686,A
47,Dr McGillicuddy's Mentholmnt,1505.71,46718.52,21.24042462736127,A
47,Grand Marnier,1395.12,48113.64,21.874711441372593,A
47,Stolichnaya Razberi,1377.4299999999998,49491.07,22.5009555538673,A
47,Jack Daniels Tennessee Honey,1322.25,50813.32,23.102112257108935,A
47,Malibu Rum,1310.11,52123.43,23.697749548456187,A
47,Makers Mark,1308.53,53431.96,24.29266849789296,A
47,Bombay Sapphire Gin,1286.36,54718.32,24.87750792824419,A
47,Cointreau Liqueur,1269.63,55987.95,25.45474111798643,A
47,Tanqueray,1163.55,57151.5,25.983745377435707,A
47,Crown Royal,1079.65,58231.15,26.474604772145355,A
47,Jose Cuervo Especial,1066.83,59297.98,26.959635595151045,A
47,Absolut Citron,892.31,60190.29,27.36532146232408,A
47,Bulleit Bourbon,888.7099999999999,61079.0,27.769370601093506,A
47,Clos du Bois Chard,879.3199999999999,61958.32,28.16915060661019,A
47,Bacardi Superior Rum,878.67,62836.99,28.56863509172067,A
47,Casamigos Reposado,867.3000000000001,63704.29,28.962950242956417,A
47,Hornitos Reposado Tequila,863.45,64567.74,29.355515004093867,A
47,Amaretto DiSaronno,852.3,65420.04,29.74301045364792,A
47,Smirnoff 80 Proof,834.9499999999999,66254.99,30.122617781590147,A
47,Knob Creek Bourbon,826.54,67081.53,30.498401530122827,A
47,Mark West Pnt Nr Sonoma,812.1800000000001,67893.70999999999,30.86765655091223,A
47,Josh Cellars Chard,805.38,68699.09,31.233819973605936,A
47,Frangelico Hazelnut Liqueur,790.38,69489.47,31.593163694617942,A
47,Johnnie Walker Red Label,750.39,70239.86,31.93432609094654,A
47,DeKuyper Triple Sec,750.0699999999999,70989.93000000001,32.27534300030594,A
47,Simi Cab Svgn,741.54,71731.47,32.61248177264233,A
47,Bacardi Superior Rum Trav,735.5799999999999,72467.05,32.946910850177204,A
47,Red Stag by Jim Beam,710.58,73177.63,33.26997375824258,A
47,J Lohr Riverstone Chard,697.36,73874.99,33.58702623589249,A
47,Jose Cuervo Especial Silver,696.7199999999999,74571.71,33.90378773960397,A
47,Bulleit 95 Rye,695.6899999999999,75267.40000000001,34.22008095713331,A
47,Dewars White Label,693.54,75960.94,34.535396684088276,A
47,Rumpleminze,688.6999999999999,76649.64,34.848511920633946,A
47,Mount Gay Eclipse,684.74,77334.38,35.159826755935654,A
47,La Crema Chard Sonoma Cst,683.64,78018.02,35.470641479780696,A
47,Cavit Pinot Grigio,676.31,78694.33,35.778123642737285,A
47,Johnnie Walker Black Label,664.83,79359.16,36.08038646067349,A
47,The Glenlivet 12 Yr Single,663.81,80022.97,36.38218553889533,A
47,Crown Royal Regal Apple,641.74,80664.71,36.6739505627095,A
47,Sambuca Romana,633.67,81298.38,36.96204658701892,A
47,Three Olives Vodka,631.64,81930.02,37.24921967836741,A
47,Sauza Extra Gold Tequila,618.73,82548.75,37.530523279801855,A
47,Skyy Vodka,615.06,83163.81,37.810158327558185,A
47,Stolichnaya,605.71,83769.52,38.085542427932914,A
47,Santa Margherita Pnt Grigio,584.7199999999999,84354.24,38.351383492421064,A
47,Sterling Vintners Cab Svgn C,583.51,84937.75,38.61667443430688,A
47,Beefeater,578.78,85516.53,38.879814896929076,A
47,Pinnacle Vodka,578.36,86094.89,39.14276440790418,A
47,Duckhorn Decoy Cab Svgn,574.04,86668.93,39.40374984479496,A
47,Johnnie Walker Blue Label,539.98,87208.90999999999,39.64925001240048,A
47,Gentleman Jack,538.85,87747.76,39.894236429146005,A
47,Balvenie 12 Yr Doublewood S,536.9100000000001,88284.67,40.13834083114069,A
47,Milagro Silver Tequila,534.84,88819.51,40.38150411430329,A
47,New Amsterdam Vodka,529.6,89349.11,40.62228504834509,A
47,Canadian Club,526.59,89875.7,40.86169749558277,A
47,Myers Original Dark Rum,524.75,90400.45,41.10027339274748,A
47,The Dreaming Tree Cab Svgn,512.65,90913.09999999999,41.33334806388896,A
47,Apothic Winemakers Red Blend,499.5,91412.59999999999,41.56044412988949,A
47,Oyster Bay Svgn Bl Marlboro,472.63,91885.23,41.7753238369442,A
47,Hendrick's Gin,470.88,92356.11,41.98940791213605,A
47,Cooks Extra Dry,470.40999999999997,92826.52,42.203278303341875,A
47,Jim Beam Traveler,460.77,93287.29000000001,42.41276589960026,A
47,Fireball Cinnamon Whiskey,459.54,93746.83,42.621694280320746,A
47,Carpineto Dogajolo Tuscan Rd,459.54,94206.37,42.83062266104123,A
47,Black Velvet Canadian Whisky,454.65,94661.01999999999,43.03732781901348,A
47,MezzaCorona Pnt Grigio,450.87,95111.88999999998,43.24231441216194,A
47,Goslings Black Seal Bermuda,449.82,95561.70999999999,43.44682362619269,A
47,Jack Daniels Tennesse Fire,442.80999999999995,96004.51999999999,43.64814576630418,A
47,Hornitos Plata Tequila,437.31,96441.82999999999,43.84696734913239,A
47,Duckhorn Decoy Pnt Nr,435.05,96876.87999999999,44.044761430240555,A
47,Svedka Vodka,425.65,97302.52999999998,44.23828183162819,A
47,Three Olives Espresso Vodka,421.68,97724.20999999998,44.429997285304076,A
47,La Crema Pnt Nr Sonoma Cst,419.81,98144.01999999997,44.620862549503634,A
47,Bella Sera Pinot Grigio Del,419.58,98563.59999999998,44.81162324494408,A
47,Rodney Strong Pnt Nr,417.78,98981.37999999998,45.00156557618272,A
47,Alderbrook Pnt Nr RRV,413.77,99395.14999999998,45.18968477383845,A
47,Smirnoff Traveler,413.77,99808.91999999998,45.37780397149418,A
47,Cabo Wabo Blanco Tequila,395.88,100204.79999999999,45.55778953827755,A
47,Veuve Clicquot Brut Yellow,394.9,100599.69999999998,45.7373295512177,A
47,Stolichnaya Ohranj,393.82,100993.51999999999,45.916378545636775,A
47,M & R Asti,391.61,101385.12999999999,46.09442277067475,A
47,Liberty School Cab Svgn,389.71,101774.84,46.271603166833046,A
47,Jameson Black Barrel,383.88,102158.72,46.446132972271045,A
47,Seagrams VO,383.57,102542.29000000001,46.620521837207626,A
47,R M Woodbridge Chard Cal,380.64,102922.93000000001,46.793578587082386,A
47,Caymus Cab Svgn Napa Vly,374.95,103297.88,46.964048396785884,A
47,Kendall Jackson Pnt Nr Vtnr,371.78,103669.66,47.13307697620065,A
47,Buehler Chard RRV,371.69,104041.35,47.30206463740533,A
47,MacMurray Ranch C Cst Pnt Nr,370.74,104412.09000000001,47.47062038417017,A
47,Sebastiani Znfdl Sonoma Cnty,369.63,104781.72000000002,47.63867147301056,A
47,Johnnie Walker Double Black,365.91,105147.63000000002,47.80503127583389,A
47,Southern Comfort,365.62,105513.25000000001,47.97125923109137,A
47,Sailor Jerry Spiced Navy Rum,365.03999999999996,105878.29000000001,48.137223491217156,A
47,Oban 14-Yr Single Malt,363.94,106242.23000000001,48.302687639886294,A
47,Banfi Chianti Clsc RSV,363.74,106605.97000000002,48.468060859199674,A
47,Wild Turkey 101,362.84999999999997,106968.82000000002,48.63302944287994,A
47,Stolichnaya Vanil,362.82,107331.64000000003,48.797984387156845,A
47,Kim Crawford Svgn Bl Marlbro,362.79,107694.43000000002,48.962925692030375,A
47,Kendall Jackson Vntr RSV Cab,356.82,108051.25000000003,49.1251527556346,A
47,Ryans Irish Cream,356.37,108407.62000000002,49.28717522818836,A
47,Meiomi Pnt Nr,351.84,108759.46000000002,49.44713815083426,A
47,Basil Hayden Bourbon,349.91,109109.37000000002,49.60622360519711,A
47,Seagrams 7 Crown,347.84999999999997,109457.22000000003,49.764372487195686,A
47,Sterling Vintners Cltn Merlo,346.71000000000004,109803.93000000004,49.92200307186644,A
47,Andre Extra Dry,345.91999999999996,110149.85000000003,50.07927448558196,A
47,Sonoma-Cutrer Chard RRV,344.85,110494.70000000004,50.236059427244186,A
47,Belvedere Polish Vodka,343.92,110838.62000000004,50.39242154740215,A
47,Bogle Merlot,343.7,111182.32000000004,50.54868364526878,A
47,Sonoma-Cutrer Chard Sonoma,341.83,111524.15000000004,50.70409555365909,A
47,F Coppola Black Label Claret,339.79999999999995,111863.95000000004,50.858584529088475,A
47,Patron Anejo Tequila,335.93,112199.88000000003,51.01131402148398,A
47,Cecchi Sangiovese,335.52,112535.40000000004,51.1638571087002,A
47,Moet & Chandon Imperial,335.39,112870.79000000004,51.31634109183516,A
47,Sterling Vintners Cltn Pnt N,334.72,113205.51000000004,51.46852046162835,A
47,Sterling Cab Svgn,332.77,113538.28000000004,51.61981327020292,A
47,Joel Gott Cab Svgn 815,331.76,113870.04000000004,51.770646885530915,A
47,Kamora Coffee,329.79,114199.83000000003,51.92058484670471,A
47,Kendall Jackson Avant Chard,329.55,114529.38000000003,52.07041369265161,A
47,Sterling Vintners Cltn Chard,328.67,114858.05000000003,52.21984244943318,A
47,RumChata Liqueur,324.82,115182.87000000004,52.367520816116446,A
47,Rodney Strong Cab Svgn,320.80999999999995,115503.68000000004,52.5133760492168,A
47,Joseph Carr Cab Svgn Napa,319.84,115823.52000000003,52.658790274941744,A
47,Erath Pnt Nr Oregon,319.8,116143.32000000004,52.80418631479554,A
47,1800 Silver Tequila,317.4,116460.72000000003,52.948491202380254,A
47,Avion Silver Tequila,313.94,116774.66000000003,53.0912230121104,A
47,Mark West Chard Sonoma Cnty,309.69,117084.35000000003,53.232022573030726,A
47,Zhenka 80 Proof,309.69,117394.04000000004,53.372822133951054,A
47,Jadot Beaujolais Villages,309.39,117703.43000000004,53.51348530083774,A
47,Crown Royal w/2 Glasses,307.85999999999996,118011.29000000004,53.6534528581529,A
47,The Glenlivet 25 Yr Old,299.99,118311.28000000004,53.789842345319066,A
47,Banfi Brunello Montalcino,299.95,118611.23000000004,53.92621364661408,A
47,Platinum 7X Distilled Vodka,299.61,118910.84000000004,54.06243036800431,A
47,Patron Citronge Orange Liqu,298.87,119209.71000000004,54.19831065077823,A
47,Rodney Strong Chard,298.77,119508.48000000004,54.33414546887428,A
47,R Mondavi Cab Svgn Napa,296.89,119805.37000000004,54.46912555102623,A
47,Clos du Bois Cab Svgn N Cst,296.7,120102.07000000004,54.60401925029021,A
47,Folonari Pinot Grigio Venez,294.73,120396.80000000003,54.738017295399985,A
47,U V Vodka,293.79,120690.59000000003,54.871587972537704,A
47,Monkey Bay Svgn Bl,291.65999999999997,120982.25000000003,55.00419025203664,A
47,Vanya Light Vodka,290.15000000000003,121272.40000000002,55.1361060148996,A
