Store,Description,SalesDollars,CumulativeSales,CumulativePerc,Category
49,Capt Morgan Spiced Rum,15780.76,15780.76,2.389370074281302,A
49,Grey Goose Vodka,10045.43,25826.190000000002,3.910351942409809,A
49,Absolut 80 Proof,9793.18,35619.37,5.393140554875252,A
49,Jack Daniels No 7 Black,8980.37,44599.740000000005,6.752861337269357,A
49,Ketel One Vodka,8526.63,53126.37,8.043881196672146,A
49,Tito's Handmade Vodka,8455.64,61582.01,9.324152436770591,A
49,Kahlua,8144.32,69726.33,10.557286613031474,A
49,Bacardi Superior Rum Trav,5826.69,75553.02,11.4395076669043,A
49,Smirnoff 80 Proof,5781.5,81334.52,12.314886487978654,A
49,Jameson Irish Whiskey,5776.43,87110.95000000001,13.18949765868151,A
49,Baileys Irish Cream,5449.01,92559.96,14.014534059238867,A
49,Fireball Cinnamon Whisky,5405.0,97964.96,14.832906891186786,A
49,Jim Beam,5338.18,103303.14000000001,15.641162484905148,A
49,Crown Royal,4872.45,108175.59000000001,16.378901745779274,A
49,Johnnie Walker Black Label,4802.83,112978.42000000001,17.10609981950072,A
49,Dewars White Label,4588.71,117567.13000000002,17.800877913429996,A
49,Bacardi Superior Rum,4041.81,121608.94000000002,18.412849698054494,A
49,Smirnoff Traveler,3957.8,125566.74000000002,19.01210150088215,A
49,Jose Cuervo Especial,3955.46,129522.20000000003,19.61099900353834,A
49,Johnnie Walker Red Label,3880.74,133402.94000000003,20.198583126360464,A
49,New Amsterdam Vodka,3469.5699999999997,136872.51000000004,20.723911863925967,A
49,Grand Marnier,3468.92,140341.43000000005,21.249142184777178,A
49,Dr McGillicuddy's Mentholmnt,3457.7,143799.13000000006,21.772673681729316,A
49,Pinnacle Vodka,3370.45,147169.58000000007,22.282994627416436,A
49,Makers Mark,3304.83,150474.41000000006,22.78338002726961,A
49,Three Olives Vodka,3245.16,153719.57000000007,23.274730772750488,A
49,Svedka Vodka,3176.71,156896.28000000006,23.75571748116441,A
49,Tanqueray,3128.73,160025.01000000007,24.22943952196005,A
49,Southern Comfort,3095.75,163120.76000000007,24.69816805008267,A
49,Clos du Bois Chard,2822.65,165943.41000000006,25.12554641716829,A
49,Patron Silver Tequila,2772.14,168715.55000000008,25.54527704850152,A
49,Jagermeister Liqueur,2607.9700000000003,171323.52000000008,25.940150646010352,A
49,Ciroc Apple Vodka,2523.13,173846.65000000008,26.322178591148695,A
49,Apothic Winemakers Red Blend,2457.54,176304.1900000001,26.694275532762994,A
49,Stolichnaya,2440.98,178745.1700000001,27.063865119317715,A
49,Canadian Club,2425.1,181170.2700000001,27.43105030983703,A
49,Amaretto DiSaronno,2367.06,183537.3300000001,27.789447644821422,A
49,Jack Daniels Tennessee Honey,2362.7200000000003,185900.0500000001,28.14718785897498,A
49,Malibu Rum,2128.45,188028.50000000012,28.469457175193213,A
49,Beefeater,2080.22,190108.72000000012,28.784423971210735,A
49,Bombay Sapphire Gin,2063.2,192171.92000000013,29.096813763417014,A
49,Seagrams VO,2056.93,194228.85000000012,29.408254212856168,A
49,The Glenlivet 12 Yr Single,2021.6,196250.45000000013,29.71434533534755,A
49,Knob Creek Single Barrel Rsv,2020.57,198271.02000000014,30.02028050519936,A
49,Skyy Vodka,1944.1,200215.12000000014,30.314637327140147,A
